id,session_dialog,session_persona
K2-17064-CL13348-CP35698-14-03-S2.json,"['안녕, 나는 10대 여자야.', '안녕, 나는 게으른 편인데 회계사가 되고 싶어서 공부하고 있어.', '멋지네. 나도 재즈 음악을 자주 들어.', '나도 2월생이야. 책 좋아해? 난 수필을 읽는 것을 싫어해.', '나는 아버지가 연구원이라 책을 달고 사셔서 책이 지겨워졌나봐.', '맞아, 방 하나가 서재야. 책이 정말 많아서 읽을 게 많아.', '맞아, 하지만 다 읽지는 않았어.']","['나는 다소 게으르지만 회계사가 되고 싶어서 공부 중이다', '나는 재즈 음악을 자주 듣는다', '나는 2월생이다 나는 수필 읽는 것을 싫어한다', '나는 아버지가 연구원이다', '나는 방 하나가 서재이다', '나는 책 읽을게 많다']"
K2-15401-CL25886-CP26151-16-06-S2.json,"['안녕, 나는 20대 여성이야.', '안녕, 며칠 전부터 흐려. 그쪽은 어때? 나는 흐린 날을 좋아해.', '그래? 그럼 직업이 뭐야? 나는 안경사야.', '그렇군. 영화 보는 거 좋아해? 나는 심심하면 스포츠 영화를 가끔 봐.', '나도 마찬가지야. 커피 좋아해? 나는 커피를 매일 2잔 이상 마시는 카페인 중독이야.', '나는 복숭아를 정말 좋아해. 혹시 고양이를 키워? 나는 고양이 두 마리를 키워.', '우와, 라쿤을 키우는 사람은 처음 봐. 신기하네.']","['나는 흐린 날을 좋아한다', '나는 안경사다', '나는 심심하면 스포츠 영화를 가끔 본다', '나는 카페인 중독이다', '나는 고양이 두 마리 키운다']"
K2-28287-CL23806-CP24466-02-03-S2.json,"['난 퇴근하고 집에 왔어. 너는 집이 어디야?', '저런, 너무 집에만 있으면 답답하지 않아?', '안나가서 더 싫을 수도 있어. 동네라도 산책 나가봐.', '설마 침대에서도 벗어나지 못하는 것은 아니겠지?', '음... 거실이나 베란다, 집 곳곳?', '그렇군. 침대가 최고이긴 하겠네. 그 노래는 들어봤어?', '넌 집에서 할 수 있는 취미를 찾아봐야겠다.', '맛집은 어때? 요즘 배달도 잘 되지 않아?', '그렇군. 나는 엄마가 불러서 다녀올게.']",['[no_persona]']
K2-30525-CL20644-CP22166-14-10-S2.json,"['안녕, 처음 봐.', '나는 20대 남자야. 서울에 살고 있어.', '최근까지 누나랑 같이 유치원 선생님으로 일하다가 그만뒀어.', '곧 뉴질랜드로 어학연수를 가.', '선생님은 무슨 일을 해?', '정말? 대학생이였어? 대학생일 때 많이 즐겨.', '응, 나는 로맨스 영화를 좋아해. 너는?', '아, 액션 영화를 한 번도 본 적이 없네.']","['나는 서울에 산다.', '누나가 유치원 선생님이다. 나는 일을 관뒀다.', '나는 뉴질랜드로 어학연수를 간다.', '나는 로맨스 영화를 좋아한다.']"
K2-31571-CL21711-CP20779-16-13-S2.json,"['안녕, 나는 20대 여자야. 자기소개 해봐.', '김해에 사는구나. 대학교에 다니는 대학생이야?', '응, 나도 대학생이고 전공은 건축공학을 전공하고 있어.', '그건 건축학과에서 주로 해. 나는 수학적인 계산을 많이 해.', '나는 그냥 공원에서 런닝하는 것 좋아해.', '나는 자기계발서를 가끔 읽는 취미가 있어.', '응, 맞아. 자기계발서도 많이 읽고 도마뱀 관련 책도 많이 읽어.', '도마뱀 한 마리를 키우거든. 그래서 관련 책을 많이 읽어.']","['나는 건축공학을 전공한다.', '나는 수학적인 계산을 많이 한다.', '나는 러닝 하는 걸 좋아한다.', '나는 자기 계발서를 가끔 읽는다.', '나는 도마뱀 관련 책도 읽는다.', '나는 도마뱀 한 마리를 키운다.']"
K5-01653-CL70088-CP80088-19-08-S2.json,"['그 동안 잘 지냈어? 시간이 정말 빨리가네. 2주나 지났어. 요즘에도 일상에서 음악 많이 듣고 있어?', '음악 감독은 오케스트라나 오페라 같은 클래식 음악 단체의 음악 부분의 총 책임자라고 할 수 있어. 또 뮤지컬 같은 공연 예술이나 라이브 공연, 영화 등의 영상 작품 등에서 음악 부문을 책임지고 총괄하는 사람을 말하기도 하고. 어떤 일을 하는지 감이 왔어? 좀 더 자세히 말해줄까?', '그렇게 말해주시니까 정말 고마워요. 음악 감독의 역할에 대해 정말 잘 이해하고 계신 것 같아. 말처럼 음악 감독, 특히 드라마 음악 감독은 해당 음악 그 자체를 위한 음악을 하기보다는 드라마에 어울리는 결의 음악을 찾아내고 제작해야 해. 옷으로 비유를 하자면 맞춤 정장을 맞추는 일이라고 할까? 혹시 음악 감독이 작곡가 뿐만 아니라 관리작의 역할도 한다는 거 알고 있어?', '응, OST를 만들기 위해 작곡팀이 있는데, 음악감독은 작곡팀의 치프 작곡가야. 일반 작곡가들도 있어서 그 분들께 디렉션을 줘. 또 제작부나 연출부에 계신 분들과 소통도 해야해서 곡을 만드는 것 이외에도 신경쓸 일이 많아.', '응, 나도 처음에 감독일을 시작했을 때 생각보다 해야 할 일들이 많아서 당황스러웠어. 선생님은 OST 뿐만 아니라 뮤지컬 음악에도 관심이 많구나.', '요즘에는 어린이 뮤지컬 작품도 좋은 작품들이 참 많은 것 같아. 아이들이 좋아하지?', '뮤지컬 음악 감독은 다른 음악감독들과는 또 다르게 하는 일들이 있는데 알고 있어?', '아 이미 알고 계신 부분도 있네. 관객들도 음악 감독이 지휘를 하는 모습을 볼 수 있어. 또 뮤지컬 감독은 배우 오디션, 보컬 트레이닝도 해. 또 뮤지컬 감독은 연기 뿐 만아니라 안무에도 맞는 음악을 완성해야 해.', '아이러니 하지만 쉴 때도 음악을 들으면서 쉴 때가 많은 것 같아. 쉴 때는 평소에는 잘 듣지 않는 밴드 음악을 듣곤해. 선생님은 쉴 때 어떤 일을 하면서 보내?', '그럴 수 있겠네. 고요한 시간도 때때로 필요하지. 지금도 휴식시간이야?']","['나는 처음 감독일 시작 했을 때, 해야 할 일이 많아 당황했다.', '나는 음악을 들으면서 쉰다. 나는 쉴때는 밴드음악을 듣는다.']"
K2-22252-CL20315-CP20951-17-14-S2.json,"['나는 20대 남자이고 조각가야. 반가워.', '오호, 20대라면 지금 대학생이야?', '부럽네. 언제 갈 예정이야?', '왜? 선생님이 원해서 가는 유학이잖아.', '집 떠나면 그게 제일 걱정일 것 같아. 가족이랑 사이가 좋네.', '나는 가족이랑 만나면 매일 싸우게 돼.', '그렇지, 내가 잘 해야할텐데...에구구, 매일 반성만 하네.']","['나는 조각가이다.', '나는 가족과 매일 싸운다.']"
K2-16243-CL01097-CP01960-18-01-S2.json,"['안녕, 나는 20대 여자야. 잘 부탁해.', '나는 서울에 살고 있어. 어디 살아?', '멀지는 않은 것 같아. 지하철도 있으니까.', '나도 그런 거나 해볼까? 재밌겠네.', '나도 TV에서 종종 봤어.', '헬스를 갈 것 같아. 내가 헬스를 좋아해서.', '헬스를 하니까 뿌듯하기도 하고, 요즘 작은 일에도 기뻐. 교양 있으시네.', '운동해? 응, 천천히 일 보고 와.']","['나는 서울에 거주한다.', '나는 헬스를 좋아한다.', '나는 요즘 작은 일에도 기쁘다.']"
K2-30489-CL25999-CP35123-19-02-S2.json,"['퇴근하고 집에서 쉬고 있었어.', '드라마를 너무 좋아해. 나는 옛날 드라마를 다시 보는 것을 좋아해서 요즘 슬기로운 의사생활을 다시 보고 있어.', '오, 미드를 좋아하시나봐. 나는 미드를 한번도 본 적이 없는데 그렇게 재밌어? 매니아층이 많더라.', '오 프렌즈, 메모해놓을게. 그럼 국내 드라마는 안 봐?', '오 작은 아씨들 @브랜드명@ 순위에 있던데 재밌어?', '요즘 나는 브랜드명이고, 브랜드명1이야. 그래서 이런 서비스가 너무 잘 되어있어서 좋아. 주말에는 티비랑 껌딱지가 되네.', '응, 하지만 난 지금 드라마를 보고 있어. 집중해서 와도 될까?']","['나는 드라마를 좋아한다, 나는 요즘 슬기로운 의사생활을 다시 보고 있다.', '나는 주말에는 @브랜드명@랑 껌딱지가 된다.']"
K2-29746-CL21712-CP21267-19-04-S2.json,"['오, 동갑이네. 나도 23살 남자야. 안녕.', '나는 웹 개발을 하고 있어. 너는?', '아, 그랬구나. 그럼 뭐 취미같은건 있어?', '그렇구나. 나는 클라이밍을 자주 해. 운동을 좋아하거든.', '예술쪽이네. 나와 합치면 예체능이겠네.', '그래? 1년째 사과를 먹는다고? 소묘를 좋아하나봐.', '나는 작은 일에도 기뻐해서 사과만 잘 그려도 좋을거 같아.', '응 그럼 다음에 봐~ 잘 있어.']","['나는 웹 개발을 하고 있다.', '나는 클라이밍을 자주 한다.', '나는 요즘 작은 일에도 기쁘다.']"
K2-18689-CL20543-CP21072-15-02-S2.json,"['응, 다녀왔어. 약을 먹으니까 훨씬 나아졌어.', '오, 태블릿은 얼마나 해?', '18만원이면 가격도 좋은 것 같아. 어디꺼야?', '아, 그 회사 알아. 노트북으로 유명하긴 하지.', '아, 그렇구나. 나도 하나 알아봐야겠다.', '오, 글을 쓰시는구나. 재해 재난은 나도 신경이 많이 쓰이네.', '응, 요즘 재난도 많으니까, 알겠어. 다음에 이야기하자.']",['[no_persona]']
K2-32398-CL20164-CP22216-06-14-S2.json,"['안녕, 20대 남자야. 안녕.', '나는 대학생이야. 심리학과인데 너는?', '그러시구나. 그러면 뭐 좋아해?', '나는 노래를 좋아해서 자주 들어.', '나는 R&B 음악 말고도 좋아하는 편이야. 그건 느끼해서 별로야.', '아. 저 줄서고 멀리 가고 질색이라 대충 먹어.', '연극은 하는데, 동아리는 좀 부담이더라. 관심이 안 가.', '응, 그럼 난 과제하러 갈게.']","['나는 심리학과가 전공이다.', '나는 노래를 좋아한다.', '나는 알앤비를 싫어한다.', '나는 맛집 여행에 관심이 없다.', '나는 연극회 동아리에 관심이 없다.']"
K2-13416-CL01377-CP04676-07-10-S2.json,"['이틀간은 안녕하셨어요 요리사님?', '그러쿤. 우리는 얼마 전에 가족사진을 찍었어.', '우리 남매가 성인되고 처음 찍는 거라서 느낌이 좀 색다르더라고.', '응 맞아. 연구원이신 아버지가 간만에 시간이 나셔서.', '좋던데. 이렇게 또 언제 찍나 싶었어.', '응, 꼭 한 번 찍어봐.', '그럼 나는 이만 가볼게. 사진이 나왔다고 하네.']",['나의 아버지는 연구원이다.']
K2-07893-CL40313-CP11853-04-07-S2.json,"['안녕, 나는 10대 여성이야.', '항공기 조종사라니 멋지네. 내 어머니도 은행원이라는 좋은 직업을 가지고 있어.', '일하면서 여행이라니, 꿈만같은 직업이네. 우리 엄마는 은행원이셔서 하루의 대부분을 늘 은행에서 보내시는데 부럽네.', '여행으로 추천해줄만한 곳이 있어? 가족여행을 가자고 부모님께 말씀드려볼까 해.', '좋은 정보 고마워. 나중에 꼭 가보도록 할게. 국내 여행지도 아직 다 가보지 못했어.', '날씨 운이 따라줘야할텐데, 타지만 가면 늘 비가 왔어.', '응, 난 이만 샤워하러 가봐야겠어. 너도 좋은 밤 보내.']","['나의 어머니는 은행원이다', '나의 어머니는 하루의 대부분을 은행에서 보내신다', '나는 부모님께 가족여행을 가자고 할 것이다', '나는 국내여행도 아직 못 가봤다', '내가 여행을 가면 늘 비가 온다']"
K2-25459-CL20641-CP22161-17-14-S2.json,"['만나서 반가워. 난 20대 여자야.', '아니, 나는 동해는 한 번도 안가봤어. 난 군산에 살아.', '그러시구나. 스트레스를 받을 때 달리면 기분이 좋을 것 같아.', '나는 스트레스를 주말에 캠핑을 가서 푼다.', '맞아, 넌 무슨 일을 해?', '아, 나는 요가강사로 일하고 있어.', '좋은 생각이네, 달리기도 좋아하니까.', '응, 나는 파스타 같은 양식은 별로 안좋아해서, 맛있게 먹고 와.']","['나는 동해에 가보지 않았다. 나는 군산에 산다.', '나는 주말에 캠핑을 가 스트레스를 푼다.', '나는 요가강사이다.', '나는 양식을 싫어한다.']"
K2-08802-CL01899-CP01838-07-04-S2.json,"['5일 지났네. 잘 지냈어?', '저번에 외국 사람들을 잘 만난다고 했는데, 관련 직종이야?', '그렇군. 아무래도 많이 피곤할 것 같아.', '그럼 혹시 피곤함을 해결할 취미 생활이 있어? 궁금해.', '나도 음악 좋아해! 장르는 딱히 가리지 않고 있어.', '혹시 K-POP은 들어봤어?', '응, 잘 알아. 내가 좋아하는 그룹이야.']",['나는 @이름1@을 좋아한다.']
K2-27484-CL31781-CP10737-14-09-S2.json,"['안녕, 오랜만이야. 어떻게 지냈어?', '나도 바쁘게 일하면서 정신이 없었어.', '그렇군. 어떤 식으로 방역에 신경쓰고 있어?', '방역에 힘쓰느라 힘들겠네.', '그렇군. 다들 너무 고생이 많아. 정말 코로나가 빨리 끝났으면 좋겠어.', '맞아, 오늘도 엄청 많은 사람들이 코로나에 걸렸다는 데, 빨리 깨끗한 세상이 되었으면 좋겠어.', '나도 약속이 있어서 나가봐야 할 것 같아. 좋은 하루 보내.']",['[no_persona]']
K5-03326-CL74097-CP20970-06-11-S2.json,"['아 안녕. 네 그럼. 지금 전공 공부하느라 바빠.', '아, 말 안했네. 건축학 전공이야.', '지리학과 좋네. 어떤 일 해?', '아 나도 전공 수업 받고 있는데 똑같은 대학생이었네. 내가 착각했네.', '학업 스트레스를 푸는 방법이 있을까? 나도 스트레스야.', '내가 똥손이라 잘 할 수 있을지 모르겠어. 나는 다시 공부하러 가봐야겠다.', '나도 그러면 가볼게. 다음에 또 보자!']",['나는 건축학 전공이다.']
K2-09298-CL41206-CP11782-08-07-S2.json,"['안녕, 나는 십대 여성이야.', '나는 의정부에 사는 학생이야.', '네 부모님과 같이 살아. 혹시 취미가 있어? 나는 콘솔게임을 하는 것을 좋아해.', '정말 다양한 취미를 가지고 있네. 역사 좋아하는 사람들을 보면 신기해. 나는 물리 과목을 좋아해.', '어려운데 어려운걸 고민해서 푸는게 재밌더라.', '맞아. 나는 오늘 약속이 있어서 먼저 가볼게.', '응 다음에 또 대화하자. 좋은 하루 보내.']","['나는 의정부에 사는 학생이다', '나는 부모님과 같이 살고 코 솔 게임 좋아한다', '나는 물리과목 좋아한다', '나는 어려운 걸 고민해서 푸는 것이 재미있다']"
K2-35078-CL20406-CP22192-03-06-S2.json,"['일은 잘 마무리 됐어? 그랬구나. 피곤하겠다.', '응, 해외여행을 좋아해. 자주 가진 못하지만.', '가장 최근에는 베네수엘라에 다녀왔어.', '싱가폴? 나도 가보고 싶어. 어떤게 있어?', '정말 피곤한 여행이 될 것 같네. 비행기 멀미는 안했어?', '저런, 그런 일이 있었군. 나도 경비행기 아니면 잘 못 느껴.', '맞아, 즐거운 여행보다는 안전한 여행이 우선이야.', '응, 운동 조심해서 다녀와.']","['나는 해외여행을 좋아한다.', '나는 베네수엘라로 여행을 다녀왔다.', '나는 싱가포르에 가길 원한다.']"
K2-19075-CL11264-CP41890-01-02-S2.json,"['거의 2달만이네. 그동안 잘 지냈어?', '응, 차 좋아해. 특히 밀크티를 정말 좋아해. 어떤 차 종류를 먹어?', '맛있지, 유자차. 나는 달지 않은 티를 좋아해. 특히 얼그레이.', '아 많진 않아. 라면 정도 가끔 떡볶이를 좋아해서 만들어본 적도 있어.', '어느 유튜버를 좋아해? 어떤 음식을 해봤어?', '멋있다. 나도 나중에 성인이 되면 자취를 하게 될텐데, 직접 만들어서 먹는 것이 로망이야.', '오늘은 감자탕을 가족들이랑 먹었어. 외식하면서 저녁은 뭐 먹었어?']","['나는 밀크티를 정말 좋아한다', '나는 달지 않은 얼그레이 티를 좋아한다', '나는 가끔 떡볶이를 좋아해서 만들어본 적도 있다']"
K2-15819-CL20318-CP11608-16-13-S2.json,"['안녕, 20대 남자야.', '안녕. 나는 주말에 화장실 청소를 해. 청소 좋아해?', '나도 좋아해! 팝송 좋아하는데, 혹시 들어봤어?', '나는 매우 고집이 세서, 듣는 음악만 들어. 여행도 좋아하는 편이야. 혹시 관심있어?', '나는 힐링 여행을 좋아해. 그래서 내가 흐린 날을 싫어해. 혹시 흐린 날을 좋아해?', '나는 날씨 중에는 맑은 날이 좋아. 혹시 좋아해?', '그것도 좋아. 이제 뭘 할 거야?', '나는 아직 안 먹었어. 이제 슬슬 먹어야지.', '알겠어, 다음에 다시 연락해.']","['나는 주말에 화장실 청소를 한다.', '나는 팝송을 좋아한다.', '나는 매우 고집이 세다. 나는 여행을 좋아한다.', '나는 힐링 여행을 좋아한다. 나는 흐린 날을 싫어한다.', '나는 맑은 날을 좋아한다.']"
K2-28370-CL33552-CP23287-09-07-S2.json,"['나는 컴퓨터 하드웨어 기술자 업무중이야.', '키우고있는 강아지가 접종맞을 때가 되어서 병원가려구.', '응, 맞는 주사랑 먹는 약도 있어서 꼭 챙겨야해.', '집근처에 두군데 있는데 좀 더 꼼꼼히 봐주시는 곳으로 가.', '응, 우리 강아지가 사나운데도 끈기있게 봐줘.', '응, 가서 으르렁거리고 할퀴니까 병원 갈 때 예민해져.', '중간에 한 번 옮기고 쭉 다니고 있어.', '응, 나도 업무하러 가 봐야겠다. 수고해.']","['나는 강아지 접종을 잘 챙긴다.', '나는 꼼꼼한 선생님이 있는 동물병원을 간다.', '나의 강아지는 사납다.', '나는 동물병원에 갈 때 예민하다.']"
K2-01197-CL31943-CP31071-17-11-S2.json,"['안녕, 2주일이 지났네.', '다루는 악기는 없고 나는 피아노를 좀 더 배우고 싶어. 티비는 자주 봐?', '나는 요즘 예능 프로그램을 자주 보고 있어. 결혼은 했어?', '다복하네. 나는 아직 혼자 살고 있어. 30대가 되니 건강 검진을 받아야 된다고 하네.', '나는 아직 건강검진을 받아 보진 않았는데 올해부터는 꼭 받아야 될 것 같아.', '집안일도 잘 해 주시고 애처가야, 공처가야?', '네 그러세요 예쁘고 행복하게 살아.']","['다루는 악기는 없고 피아노를 좀 더 배우고 싶다.', '나는 예능 프로그램 자주 보고 있다.', '나는 아직 혼자 살고 있다.']"
K2-25391-CL02435-CP01380-08-13-S2.json,"['주말인데 뭘 할 예정이야?', '여자친구가 있구나! 나는 결혼해서 아이가 있어서 아이랑 같이 공원에 가.', '응, 혼자는 외로워서 빨리 결혼했어. 이유가 있어?', '응, 모두 장단점이 있겠지.', '아이를 낳기 전에는 두려웠는데, 살아가다보니 삶의 동력이 되었어.', '좋은 생각이야. 더위조심하고 즐거운 시간 보내.', '응, 나도 게임을 좋아하는데, 나중에 기회가 되면 같이 했으면 좋겠어. 즐거웠어.']","['나는 기혼이다. 나는 자녀가 있다.', '나는 혼자 사는 게 외로워서 빨리 결혼했다.', '나는 아이가 태어나기 전에 두려움이 있었다. 아이는 삶의 동력이라 생각한다.', '나는 게임을 좋아한다.']"
K2-05877-CL10330-CP42352-09-01-S2.json,"['안녕, 나는 10대 남성이야.', '나는 논술을 준비하고 있는데, 준비하는 것이 너무 괴로워.', '나는 a형이야. 자기 표현을 잘 해.', '응, 술 좋아해. 난 서울에 살아.', '나도 자전거 좋아하는데 자전거 많이 타?', '나는 집에서 게임하는 게 취미야.', '나는 그냥 테트리스같은 아케이드 게임을 좋아해.']","['나는 논술 준비를 하는 게 괴롭다', '나는 a형이고 자기표현을 잘한다', '나는 서울에 산다', '나는 자전거를 좋아한다', '나는 집에서 게임하는 게 취미이다', '나는 아케이드 게임을 좋아한다']"
K2-30608-CL01825-CP01930-18-08-S2.json,"['나는 인터넷 쇼핑을 하고 있어. 옷 구경을 하고 있어.', '나는 바지야. 바지를 사야하는데 인터넷으로 사면 사이즈가 안맞더라. 매번 실패해.', '나는 여성스러운 스타일을 좋아해. 원피스나 가디건 같은거.', '나는 스파 브랜드를 좋아해. 가격도 저렴하고 이쁜 옷도 많더라.', '네 신발은 인터넷으로 사봤는데 바로 못쓰겠더라. 그래서 신발은 매장에서 직접 사.', '@브랜드명1@도 비싸지. 요즘 @브랜드명1@가 유행인 것 같아. @브랜드명1@를 많이 신더라.', '@브랜드명2@? 들어봤어! 무료배송이면 괜찮네. 한번 설치해봐야겠어.', '오, 딱 내가 찾는거 많네. 정보 알려줘서 고마워.']","['인터넷으로 바지를 사면 사이즈가 안 맞다.', '나는 여성스러운 스타일을 좋아한다.', '나는 스파 브랜드를 좋아한다. 스파 브랜드는 가격이 저렴하고 이쁜 옷이 많다.', '나는 신발을 매장에서 직접 산다. 인터넷으로 산 신발은 질이 안 좋다.']"
K2-12892-CL21575-CP22089-02-02-S2.json,"['안녕. 일주일만에 연락하네.', '응 지난번 말 듣고 상담 하러 가봤어.', '긍정적으로 바꾸게 명상도 알려주고 그러던데? 근데 내가 전자 음악을 좋아한다고 하니 당분간은 듣지 말라고 하더라고.', '지금은 마음을 평안하게 해주는 음악이 더 도움이 될 거래.', '네 나는 원래 자주 안 보긴 해.', '그렇군. 그럼 무슨 프로 봐?', '그러니까 그 음악 프로중에서 어떤 프로 보는지 궁금했어. 프로가 많잖아.', '그렇군. 나는 우리 아파트 공지가 있어서 좀 들으러 가볼게. 수고해.']",['나는 전자 음악을 좋아한다.']
